,m,uw,jh,ae,ay,oy,sh,dx,th,v,hh,aa,ey,q,t,f,g,n,k,b,aw,y,d,z,ng,iy,w,uh,ow,r,ch,l,dh,ah,ih,p,er,s,eh
s_ay,0,3,0,0,89,0,1,1,1,0,22,8,7,0,374,3,0,53,0,1,0,3,0,1,1,0,2,1,0,7,0,0,0,736,8,0,9,211,2
s_aa,0,0,0,0,2,0,0,0,0,0,10,83,0,0,492,1,0,53,0,0,0,0,0,0,0,0,2,0,4,15,0,4,0,502,0,1,15,371,2
s_eh,0,0,0,0,0,0,0,0,0,0,2,0,6,0,131,4,0,5,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,201,398,0,2,259,129
er_er,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,129,1,86,0,0,0,0,0,0,1,2,21,29,0,0,0,69,27,0,868,0,16
er_ih,0,4,0,0,0,0,0,0,0,0,1,3,10,0,1,0,0,158,0,7,0,2,0,0,0,0,0,6,61,107,0,0,0,196,396,0,256,0,62
er_t,0,2,0,0,0,0,0,0,0,0,2,2,1,0,379,0,0,146,0,1,0,0,0,0,0,0,3,35,29,25,0,0,0,132,83,0,504,3,9
er_ow,0,0,0,0,10,0,0,0,0,0,2,6,0,0,2,0,0,503,0,48,0,0,0,0,1,1,1,1,471,21,0,1,0,257,6,0,239,0,19
er_ey,0,9,0,0,37,0,0,0,0,0,0,0,295,0,0,0,0,212,0,2,0,4,0,0,0,1,0,3,258,16,0,0,0,235,68,0,53,0,64
er_ay,0,0,0,0,394,0,0,0,0,0,3,31,9,0,1,0,0,246,0,69,0,0,0,0,0,0,3,0,91,24,0,0,0,360,1,0,157,0,1
er_aa,0,1,0,0,17,0,0,0,0,0,1,279,0,0,0,0,0,490,0,68,2,0,0,0,0,0,0,0,363,95,0,3,0,135,0,0,198,0,4
er_eh,0,2,0,0,11,0,0,0,0,0,2,0,15,0,2,0,0,148,0,6,0,0,0,0,0,0,0,4,136,57,0,0,0,432,41,0,126,0,246
ih_ih,1,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,7,0,0,0,3,0,0,0,2,0,2,3,1,0,0,0,5,917,0,3,0,8
ih_t,3,20,1,0,0,0,0,0,0,1,0,0,0,0,88,0,0,30,0,0,0,4,0,0,0,0,0,5,3,4,0,0,0,25,575,0,16,1,7
ih_ow,2,0,0,0,2,0,0,0,0,0,0,6,23,0,1,0,0,279,0,2,0,0,0,1,1,0,3,1,584,6,0,15,0,71,94,0,15,0,172
ih_ey,0,0,0,0,4,0,0,0,0,0,0,0,613,0,0,0,0,13,0,0,0,0,0,0,5,1,0,0,12,3,0,0,0,29,188,0,4,0,129
ih_ay,0,0,0,0,465,0,0,0,0,0,2,21,45,0,0,0,0,110,0,12,0,0,0,0,1,0,1,0,55,30,0,0,0,319,12,0,41,0,42
ih_aa,0,0,0,0,30,2,0,0,0,0,1,362,0,0,0,0,0,389,0,15,3,0,0,0,0,0,3,0,316,73,0,8,0,89,53,0,22,0,92
ih_eh,1,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,13,4,0,0,0,49,282,0,5,0,566
t_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,5,0,15,4,1
t_ow,5,3,0,0,0,0,0,0,0,0,1,12,2,0,524,0,0,201,0,0,0,0,0,0,0,0,18,7,575,5,0,0,0,70,7,0,27,2,42
t_ey,0,52,0,0,3,0,0,0,0,0,2,0,353,0,264,0,0,18,1,0,0,6,0,0,0,2,0,8,18,3,0,0,0,54,112,0,18,0,127
t_ay,0,0,0,0,354,0,0,0,0,0,35,47,15,0,333,0,0,88,0,0,0,0,0,0,0,0,0,1,13,23,0,0,0,372,1,0,70,1,10
t_aa,0,0,0,0,14,0,0,0,0,0,8,451,0,0,544,0,0,179,0,0,0,0,0,0,0,0,39,0,126,75,0,4,0,136,0,0,21,0,7
t_eh,0,1,0,0,0,0,0,0,0,0,0,1,4,0,463,0,0,7,0,0,0,0,0,0,0,0,0,6,47,4,0,0,0,128,45,0,57,0,253
ow_ow,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,564,0,7,0,0,0,0,0,0,0,0,908,0,0,0,0,88,0,0,1,0,3
ow_ey,0,4,0,0,23,0,0,0,0,0,0,0,402,0,0,0,0,207,0,1,0,4,0,0,3,1,1,1,390,1,0,4,0,71,4,0,1,0,105
ow_ay,0,0,0,0,502,0,0,0,0,0,0,14,14,0,1,0,0,228,0,76,0,0,0,0,2,0,4,0,180,8,0,3,0,288,0,0,13,0,2
ow_aa,0,0,0,0,9,0,0,0,0,0,0,254,0,0,2,0,0,636,0,43,0,0,0,0,0,0,0,0,618,37,0,3,0,106,0,0,12,0,0
ow_eh,0,0,0,0,8,0,0,0,0,0,1,0,17,0,0,0,0,218,0,0,0,0,0,0,1,0,0,0,464,3,0,5,0,212,6,0,21,0,270
ey_ey,0,1,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,1,0,0,0,0,1,11,0,0,0,29
ey_ay,0,1,0,0,329,0,0,0,0,0,1,3,258,0,0,0,0,145,1,14,0,3,0,0,1,1,3,0,143,1,0,0,0,224,2,0,8,0,41
ey_aa,0,2,0,1,53,0,0,0,0,0,0,100,68,0,6,0,0,477,0,11,2,2,0,0,1,0,4,0,549,9,0,15,0,93,7,0,8,0,104
ey_eh,1,3,0,0,4,0,0,0,0,0,0,0,558,0,0,0,0,22,0,0,0,2,0,0,0,0,1,0,25,1,0,0,0,30,46,0,2,0,333
ay_ay,1,0,0,0,868,0,0,0,0,0,2,2,9,0,0,0,0,54,0,60,0,0,0,0,0,0,3,0,12,2,0,0,0,156,0,0,5,0,1
ay_aa,0,0,0,0,501,0,0,0,0,0,0,148,1,0,1,0,0,156,0,67,0,0,0,0,1,0,3,0,106,11,0,5,0,255,0,0,4,0,6
ay_eh,0,0,0,0,398,0,0,0,0,0,0,6,53,0,1,0,0,95,0,13,1,0,0,0,0,0,7,0,66,8,0,0,0,409,1,0,30,0,40
aa_aa,0,0,0,0,35,0,0,0,0,0,0,771,0,0,0,0,0,209,0,63,0,0,0,0,0,0,0,0,108,30,0,14,0,89,0,0,0,0,0
aa_eh,0,0,0,0,42,0,0,0,0,0,0,211,0,0,1,0,0,386,0,6,18,0,0,0,0,0,1,0,379,33,0,5,0,211,1,0,28,0,99
eh_eh,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,74,28,0,3,0,859
